Sem,Cod Docente,Sede,Atributo,Calificacion
1,D17305,SJM,PUNTUALIDAD,Desaprobado
1,D17305,SJM,TOMA DE ASISTENCIA,Aprobado
1,D17305,SJM,Observacion,Desaprobado
1,D17305,SJM,Capacitacion,Desaprobado
1,D17305,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D17305,SJM,ACTITUD,Desaprobado
1,D17308,LIMA CENTRO,ASISTENCIA,Aprobado
1,D17308,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D17308,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D17308,LIMA CENTRO,Observacion,Desaprobado
1,D17308,LIMA CENTRO,Capacitacion,Desaprobado
1,D17308,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D17308,LIMA CENTRO,ACTITUD,Desaprobado
1,D17311,ATE,ASISTENCIA,Observado
1,D17311,ATE,PUNTUALIDAD,Desaprobado
1,D17311,ATE,TOMA DE ASISTENCIA,Aprobado
1,D17311,ATE,Observacion,Desaprobado
1,D17311,ATE,Capacitacion,Desaprobado
1,D17311,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D17311,ATE,ACTITUD,Desaprobado
1,D17316,ATE,ASISTENCIA,Observado
1,D17316,ATE,PUNTUALIDAD,Desaprobado
1,D17316,ATE,TOMA DE ASISTENCIA,Aprobado
1,D17316,ATE,Observacion,Desaprobado
1,D17316,ATE,Capacitacion,Desaprobado
1,D17316,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D17316,ATE,ACTITUD,Desaprobado
1,D17319,WILSON,ASISTENCIA,Aprobado
1,D17319,WILSON,PUNTUALIDAD,Observado
1,D17319,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D17319,WILSON,Observacion,Desaprobado
1,D17319,WILSON,Capacitacion,Desaprobado
1,D17319,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D17319,WILSON,ACTITUD,Desaprobado
1,D17322,SJM,ASISTENCIA,Observado
1,D17322,SJM,PUNTUALIDAD,Observado
1,D17322,SJM,TOMA DE ASISTENCIA,Aprobado
1,D17322,SJM,Observacion,Desaprobado
1,D17322,SJM,Capacitacion,Desaprobado
1,D17322,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D17322,SJM,ACTITUD,Desaprobado
1,D17324,SJM,ASISTENCIA,Observado
1,D17324,SJM,PUNTUALIDAD,Observado
1,D17324,SJM,TOMA DE ASISTENCIA,Aprobado
1,D17324,SJM,Observacion,Desaprobado
1,D17324,SJM,Capacitacion,Desaprobado
1,D17324,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D17324,SJM,ACTITUD,Desaprobado
1,D17325,SJM,ASISTENCIA,Desaprobado
1,D17325,SJM,PUNTUALIDAD,Desaprobado
1,D17325,SJM,TOMA DE ASISTENCIA,Aprobado
1,D17325,SJM,Observacion,Desaprobado
1,D17325,SJM,Capacitacion,Desaprobado
1,D17325,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D17325,SJM,ACTITUD,Desaprobado
1,D17326,TOMAS VALLE,ASISTENCIA,Aprobado
1,D17326,TOMAS VALLE,PUNTUALIDAD,Observado
1,D17326,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D17326,TOMAS VALLE,Observacion,Desaprobado
1,D17326,TOMAS VALLE,Capacitacion,Desaprobado
1,D17326,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D17326,TOMAS VALLE,ACTITUD,Desaprobado
1,D17330,LIMA CENTRO,ASISTENCIA,Aprobado
1,D17330,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D17330,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D17330,LIMA CENTRO,Observacion,Desaprobado
1,D17330,LIMA CENTRO,Capacitacion,Desaprobado
1,D17330,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D17330,LIMA CENTRO,ACTITUD,Desaprobado
1,D17333,PIURA,ASISTENCIA,Aprobado
1,D17333,PIURA,PUNTUALIDAD,Desaprobado
1,D17333,PIURA,TOMA DE ASISTENCIA,Aprobado
1,D17333,PIURA,Observacion,Desaprobado
1,D17333,PIURA,Capacitacion,Desaprobado
1,D17333,PIURA,METODOLOGIA ENCUESTAS,Desaprobado
1,D17333,PIURA,ACTITUD,Desaprobado
1,D17334,TOMAS VALLE,ASISTENCIA,Observado
1,D17334,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D17334,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D17334,TOMAS VALLE,Observacion,Desaprobado
1,D17334,TOMAS VALLE,Capacitacion,Desaprobado
1,D17334,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D17334,TOMAS VALLE,ACTITUD,Desaprobado
1,D17335,LIMA CENTRO,ASISTENCIA,Aprobado
1,D17335,LIMA CENTRO,PUNTUALIDAD,Observado
1,D17335,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D17335,LIMA CENTRO,Observacion,Desaprobado
1,D17335,LIMA CENTRO,Capacitacion,Desaprobado
1,D17335,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D17335,LIMA CENTRO,ACTITUD,Desaprobado
1,D17338,LIMA CENTRO,ASISTENCIA,Observado
1,D17338,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D17338,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D17338,LIMA CENTRO,Observacion,Desaprobado
1,D17338,LIMA CENTRO,Capacitacion,Desaprobado
1,D17338,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D17338,LIMA CENTRO,ACTITUD,Desaprobado
1,D17339,PIURA,ASISTENCIA,Aprobado
1,D17339,PIURA,PUNTUALIDAD,Observado
1,D17339,PIURA,TOMA DE ASISTENCIA,Aprobado
1,D17339,PIURA,Observacion,Desaprobado
1,D17339,PIURA,Capacitacion,Desaprobado
1,D17339,PIURA,METODOLOGIA ENCUESTAS,Desaprobado
1,D17339,PIURA,ACTITUD,Desaprobado
1,D17344,ATE,ASISTENCIA,Desaprobado
1,D17344,ATE,PUNTUALIDAD,Desaprobado
1,D17344,ATE,TOMA DE ASISTENCIA,Aprobado
1,D17344,ATE,Observacion,Desaprobado
1,D17344,ATE,Capacitacion,Desaprobado
1,D17344,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D17344,ATE,ACTITUD,Desaprobado
1,D18003,CHICLAYO,ASISTENCIA,Aprobado
1,D18003,CHICLAYO,PUNTUALIDAD,Observado
1,D18003,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D18003,CHICLAYO,Observacion,Desaprobado
1,D18003,CHICLAYO,Capacitacion,Desaprobado
1,D18003,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18003,CHICLAYO,ACTITUD,Desaprobado
1,D18005,CHICLAYO,ASISTENCIA,Aprobado
1,D18005,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D18005,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D18005,CHICLAYO,Observacion,Desaprobado
1,D18005,CHICLAYO,Capacitacion,Desaprobado
1,D18005,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18005,CHICLAYO,ACTITUD,Desaprobado
1,D18010,TOMAS VALLE,ASISTENCIA,Observado
1,D18010,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D18010,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D18010,TOMAS VALLE,Observacion,Desaprobado
1,D18010,TOMAS VALLE,Capacitacion,Desaprobado
1,D18010,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18010,TOMAS VALLE,ACTITUD,Desaprobado
1,D18015,SJM,ASISTENCIA,Desaprobado
1,D18015,SJM,PUNTUALIDAD,Observado
1,D18015,SJM,TOMA DE ASISTENCIA,Aprobado
1,D18015,SJM,Observacion,Desaprobado
1,D18015,SJM,Capacitacion,Desaprobado
1,D18015,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D18015,SJM,ACTITUD,Desaprobado
1,D18017,LIMA CENTRO,ASISTENCIA,Observado
1,D18017,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D18017,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18017,LIMA CENTRO,Observacion,Desaprobado
1,D18017,LIMA CENTRO,Capacitacion,Desaprobado
1,D18017,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18017,LIMA CENTRO,ACTITUD,Desaprobado
1,D18018,SJL,ASISTENCIA,Observado
1,D18018,SJL,PUNTUALIDAD,Desaprobado
1,D18018,SJL,TOMA DE ASISTENCIA,Aprobado
1,D18018,SJL,Observacion,Desaprobado
1,D18018,SJL,Capacitacion,Desaprobado
1,D18018,SJL,METODOLOGIA ENCUESTAS,Desaprobado
1,D18018,SJL,ACTITUD,Desaprobado
1,D18024,LIMA CENTRO,ASISTENCIA,Aprobado
1,D18024,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D18024,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18024,LIMA CENTRO,Observacion,Desaprobado
1,D18024,LIMA CENTRO,Capacitacion,Desaprobado
1,D18024,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18024,LIMA CENTRO,ACTITUD,Desaprobado
1,D18027,CHICLAYO,ASISTENCIA,Aprobado
1,D18027,CHICLAYO,PUNTUALIDAD,Aprobado
1,D18027,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D18027,CHICLAYO,Observacion,Desaprobado
1,D18027,CHICLAYO,Capacitacion,Desaprobado
1,D18027,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18027,CHICLAYO,ACTITUD,Desaprobado
1,D18028,SJL,ASISTENCIA,Observado
1,D18028,SJL,PUNTUALIDAD,Observado
1,D18028,SJL,TOMA DE ASISTENCIA,Aprobado
1,D18028,SJL,Observacion,Desaprobado
1,D18028,SJL,Capacitacion,Desaprobado
1,D18028,SJL,METODOLOGIA ENCUESTAS,Desaprobado
1,D18028,SJL,ACTITUD,Desaprobado
1,D18031,LIMA CENTRO,ASISTENCIA,Observado
1,D18031,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D18031,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18031,LIMA CENTRO,Observacion,Desaprobado
1,D18031,LIMA CENTRO,Capacitacion,Desaprobado
1,D18031,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18031,LIMA CENTRO,ACTITUD,Desaprobado
1,D18034,SJM,ASISTENCIA,Observado
1,D18034,SJM,PUNTUALIDAD,Observado
1,D18034,SJM,TOMA DE ASISTENCIA,Aprobado
1,D18034,SJM,Observacion,Desaprobado
1,D18034,SJM,Capacitacion,Desaprobado
1,D18034,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D18034,SJM,ACTITUD,Desaprobado
1,D18037,SJM,ASISTENCIA,Observado
1,D18037,SJM,PUNTUALIDAD,Desaprobado
1,D18037,SJM,TOMA DE ASISTENCIA,Observado
1,D18037,SJM,Observacion,Desaprobado
1,D18037,SJM,Capacitacion,Desaprobado
1,D18037,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D18037,SJM,ACTITUD,Desaprobado
1,D18038,SJM,ASISTENCIA,Observado
1,D18038,SJM,PUNTUALIDAD,Observado
1,D18038,SJM,TOMA DE ASISTENCIA,Aprobado
1,D18038,SJM,Observacion,Desaprobado
1,D18038,SJM,Capacitacion,Desaprobado
1,D18038,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D18038,SJM,ACTITUD,Desaprobado
1,D18040,SJL,ASISTENCIA,Aprobado
1,D18040,SJL,PUNTUALIDAD,Desaprobado
1,D18040,SJL,TOMA DE ASISTENCIA,Aprobado
1,D18040,SJL,Observacion,Desaprobado
1,D18040,SJL,Capacitacion,Desaprobado
1,D18040,SJL,METODOLOGIA ENCUESTAS,Desaprobado
1,D18040,SJL,ACTITUD,Desaprobado
1,D18044,SJM,ASISTENCIA,Observado
1,D18044,SJM,PUNTUALIDAD,Observado
1,D18044,SJM,TOMA DE ASISTENCIA,Aprobado
1,D18044,SJM,Observacion,Desaprobado
1,D18044,SJM,Capacitacion,Desaprobado
1,D18044,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D18044,SJM,ACTITUD,Desaprobado
1,D18046,LIMA CENTRO,ASISTENCIA,Aprobado
1,D18046,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D18046,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18046,LIMA CENTRO,Observacion,Desaprobado
1,D18046,LIMA CENTRO,Capacitacion,Desaprobado
1,D18046,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18046,LIMA CENTRO,ACTITUD,Desaprobado
1,D18055,SJM,ASISTENCIA,Observado
1,D18055,SJM,PUNTUALIDAD,Desaprobado
1,D18055,SJM,TOMA DE ASISTENCIA,Aprobado
1,D18055,SJM,Observacion,Desaprobado
1,D18055,SJM,Capacitacion,Desaprobado
1,D18055,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D18055,SJM,ACTITUD,Desaprobado
1,D18056,LIMA CENTRO,ASISTENCIA,Observado
1,D18056,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D18056,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18056,LIMA CENTRO,Observacion,Desaprobado
1,D18056,LIMA CENTRO,Capacitacion,Desaprobado
1,D18056,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18056,LIMA CENTRO,ACTITUD,Desaprobado
1,D18057,SJM,ASISTENCIA,Aprobado
1,D18057,SJM,PUNTUALIDAD,Desaprobado
1,D18057,SJM,TOMA DE ASISTENCIA,Aprobado
1,D18057,SJM,Observacion,Desaprobado
1,D18057,SJM,Capacitacion,Desaprobado
1,D18057,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D18057,SJM,ACTITUD,Desaprobado
1,D18058,CHICLAYO,ASISTENCIA,Aprobado
1,D18058,CHICLAYO,PUNTUALIDAD,Aprobado
1,D18058,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D18058,CHICLAYO,Observacion,Desaprobado
1,D18058,CHICLAYO,Capacitacion,Desaprobado
1,D18058,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18058,CHICLAYO,ACTITUD,Desaprobado
1,D18059,TOMAS VALLE,ASISTENCIA,Aprobado
1,D18059,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D18059,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D18059,TOMAS VALLE,Observacion,Desaprobado
1,D18059,TOMAS VALLE,Capacitacion,Desaprobado
1,D18059,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18059,TOMAS VALLE,ACTITUD,Desaprobado
1,D18060,WILSON,ASISTENCIA,Aprobado
1,D18060,WILSON,PUNTUALIDAD,Observado
1,D18060,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D18060,WILSON,Observacion,Desaprobado
1,D18060,WILSON,Capacitacion,Desaprobado
1,D18060,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D18060,WILSON,ACTITUD,Desaprobado
1,D18063,LIMA CENTRO,ASISTENCIA,Observado
1,D18063,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D18063,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18063,LIMA CENTRO,Observacion,Desaprobado
1,D18063,LIMA CENTRO,Capacitacion,Desaprobado
1,D18063,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18063,LIMA CENTRO,ACTITUD,Desaprobado
1,D18064,WILSON,ASISTENCIA,Aprobado
1,D18064,WILSON,PUNTUALIDAD,Desaprobado
1,D18064,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D18064,WILSON,Observacion,Desaprobado
1,D18064,WILSON,Capacitacion,Desaprobado
1,D18064,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D18064,WILSON,ACTITUD,Desaprobado
1,D18065,TOMAS VALLE,ASISTENCIA,Aprobado
1,D18065,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D18065,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D18065,TOMAS VALLE,Observacion,Desaprobado
1,D18065,TOMAS VALLE,Capacitacion,Desaprobado
1,D18065,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18065,TOMAS VALLE,ACTITUD,Desaprobado
1,D18067,CHICLAYO,ASISTENCIA,Aprobado
1,D18067,CHICLAYO,PUNTUALIDAD,Desaprobado
1,D18067,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D18067,CHICLAYO,Observacion,Desaprobado
1,D18067,CHICLAYO,Capacitacion,Desaprobado
1,D18067,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18067,CHICLAYO,ACTITUD,Desaprobado
1,D18072,WILSON,ASISTENCIA,Observado
1,D18072,WILSON,PUNTUALIDAD,Aprobado
1,D18072,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D18072,WILSON,Observacion,Desaprobado
1,D18072,WILSON,Capacitacion,Desaprobado
1,D18072,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D18072,WILSON,ACTITUD,Desaprobado
1,D18073,WILSON,ASISTENCIA,Observado
1,D18073,WILSON,PUNTUALIDAD,Desaprobado
1,D18073,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D18073,WILSON,Observacion,Desaprobado
1,D18073,WILSON,Capacitacion,Desaprobado
1,D18073,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D18073,WILSON,ACTITUD,Desaprobado
1,D18074,WILSON,ASISTENCIA,Aprobado
1,D18074,WILSON,PUNTUALIDAD,Observado
1,D18074,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D18074,WILSON,Observacion,Desaprobado
1,D18074,WILSON,Capacitacion,Desaprobado
1,D18074,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D18074,WILSON,ACTITUD,Desaprobado
1,D18076,WILSON,ASISTENCIA,Aprobado
1,D18076,WILSON,PUNTUALIDAD,Observado
1,D18076,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D18076,WILSON,Observacion,Desaprobado
1,D18076,WILSON,Capacitacion,Desaprobado
1,D18076,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D18076,WILSON,ACTITUD,Desaprobado
1,D18082,LIMA CENTRO,ASISTENCIA,Observado
1,D18082,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D18082,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18082,LIMA CENTRO,Observacion,Desaprobado
1,D18082,LIMA CENTRO,Capacitacion,Desaprobado
1,D18082,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18082,LIMA CENTRO,ACTITUD,Desaprobado
1,D18083,ATE,ASISTENCIA,Observado
1,D18083,ATE,PUNTUALIDAD,Observado
1,D18083,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18083,ATE,Observacion,Desaprobado
1,D18083,ATE,Capacitacion,Desaprobado
1,D18083,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18083,ATE,ACTITUD,Desaprobado
1,D18087,SJM,ASISTENCIA,Observado
1,D18087,SJM,PUNTUALIDAD,Desaprobado
1,D18087,SJM,TOMA DE ASISTENCIA,Aprobado
1,D18087,SJM,Observacion,Desaprobado
1,D18087,SJM,Capacitacion,Desaprobado
1,D18087,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D18087,SJM,ACTITUD,Desaprobado
1,D18089,SJL,ASISTENCIA,Observado
1,D18089,SJL,PUNTUALIDAD,Desaprobado
1,D18089,SJL,TOMA DE ASISTENCIA,Aprobado
1,D18089,SJL,Observacion,Desaprobado
1,D18089,SJL,Capacitacion,Desaprobado
1,D18089,SJL,METODOLOGIA ENCUESTAS,Desaprobado
1,D18089,SJL,ACTITUD,Desaprobado
1,D18092,SJL,ASISTENCIA,Observado
1,D18092,SJL,PUNTUALIDAD,Desaprobado
1,D18092,SJL,TOMA DE ASISTENCIA,Aprobado
1,D18092,SJL,Observacion,Desaprobado
1,D18092,SJL,Capacitacion,Desaprobado
1,D18092,SJL,METODOLOGIA ENCUESTAS,Desaprobado
1,D18092,SJL,ACTITUD,Desaprobado
1,D18093,ATE,ASISTENCIA,Observado
1,D18093,ATE,PUNTUALIDAD,Observado
1,D18093,ATE,TOMA DE ASISTENCIA,Aprobado
1,D18093,ATE,Observacion,Desaprobado
1,D18093,ATE,Capacitacion,Desaprobado
1,D18093,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18093,ATE,ACTITUD,Desaprobado
1,D18094,SJL,ASISTENCIA,Aprobado
1,D18094,SJL,PUNTUALIDAD,Desaprobado
1,D18094,SJL,TOMA DE ASISTENCIA,Aprobado
1,D18094,SJL,Observacion,Desaprobado
1,D18094,SJL,Capacitacion,Desaprobado
1,D18094,SJL,METODOLOGIA ENCUESTAS,Desaprobado
1,D18094,SJL,ACTITUD,Desaprobado
1,D18095,LIMA CENTRO,ASISTENCIA,Aprobado
1,D18095,LIMA CENTRO,PUNTUALIDAD,Aprobado
1,D18095,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18095,LIMA CENTRO,Observacion,Desaprobado
1,D18095,LIMA CENTRO,Capacitacion,Desaprobado
1,D18095,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18095,LIMA CENTRO,ACTITUD,Desaprobado
1,D18096,SJM,ASISTENCIA,Observado
1,D18096,SJM,PUNTUALIDAD,Observado
1,D18096,SJM,TOMA DE ASISTENCIA,Aprobado
1,D18096,SJM,Observacion,Desaprobado
1,D18096,SJM,Capacitacion,Desaprobado
1,D18096,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D18096,SJM,ACTITUD,Desaprobado
1,D18099,LIMA CENTRO,ASISTENCIA,Aprobado
1,D18099,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D18099,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18099,LIMA CENTRO,Observacion,Desaprobado
1,D18099,LIMA CENTRO,Capacitacion,Desaprobado
1,D18099,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18099,LIMA CENTRO,ACTITUD,Desaprobado
1,D18100,LIMA CENTRO,ASISTENCIA,Observado
1,D18100,LIMA CENTRO,PUNTUALIDAD,Observado
1,D18100,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18100,LIMA CENTRO,Observacion,Desaprobado
1,D18100,LIMA CENTRO,Capacitacion,Desaprobado
1,D18100,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18100,LIMA CENTRO,ACTITUD,Desaprobado
1,D18102,SJM,ASISTENCIA,Aprobado
1,D18102,SJM,PUNTUALIDAD,Desaprobado
1,D18102,SJM,TOMA DE ASISTENCIA,Desaprobado
1,D18102,SJM,Observacion,Desaprobado
1,D18102,SJM,Capacitacion,Desaprobado
1,D18102,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D18102,SJM,ACTITUD,Desaprobado
1,D18103,LIMA CENTRO,ASISTENCIA,Observado
1,D18103,LIMA CENTRO,PUNTUALIDAD,Observado
1,D18103,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18103,LIMA CENTRO,Observacion,Desaprobado
1,D18103,LIMA CENTRO,Capacitacion,Desaprobado
1,D18103,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18103,LIMA CENTRO,ACTITUD,Desaprobado
1,D18107,TOMAS VALLE,ASISTENCIA,Observado
1,D18107,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D18107,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D18107,TOMAS VALLE,Observacion,Desaprobado
1,D18107,TOMAS VALLE,Capacitacion,Desaprobado
1,D18107,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18107,TOMAS VALLE,ACTITUD,Desaprobado
1,D18112,SJM,ASISTENCIA,Observado
1,D18112,SJM,PUNTUALIDAD,Desaprobado
1,D18112,SJM,TOMA DE ASISTENCIA,Aprobado
1,D18112,SJM,Observacion,Desaprobado
1,D18112,SJM,Capacitacion,Desaprobado
1,D18112,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D18112,SJM,ACTITUD,Desaprobado
1,D18113,LIMA CENTRO,ASISTENCIA,Observado
1,D18113,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D18113,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18113,LIMA CENTRO,Observacion,Desaprobado
1,D18113,LIMA CENTRO,Capacitacion,Desaprobado
1,D18113,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18113,LIMA CENTRO,ACTITUD,Desaprobado
1,D18114,LIMA CENTRO,ASISTENCIA,Aprobado
1,D18114,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D18114,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18114,LIMA CENTRO,Observacion,Desaprobado
1,D18114,LIMA CENTRO,Capacitacion,Desaprobado
1,D18114,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18114,LIMA CENTRO,ACTITUD,Desaprobado
1,D18119,LIMA CENTRO,ASISTENCIA,Aprobado
1,D18119,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D18119,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18119,LIMA CENTRO,Observacion,Desaprobado
1,D18119,LIMA CENTRO,Capacitacion,Desaprobado
1,D18119,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18119,LIMA CENTRO,ACTITUD,Desaprobado
1,D18120,LIMA CENTRO,ASISTENCIA,Observado
1,D18120,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D18120,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D18120,LIMA CENTRO,Observacion,Desaprobado
1,D18120,LIMA CENTRO,Capacitacion,Desaprobado
1,D18120,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D18120,LIMA CENTRO,ACTITUD,Desaprobado
1,D18122,WILSON,ASISTENCIA,Observado
1,D18122,WILSON,PUNTUALIDAD,Desaprobado
1,D18122,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D18122,WILSON,Observacion,Desaprobado
1,D18122,WILSON,Capacitacion,Desaprobado
1,D18122,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D18122,WILSON,ACTITUD,Desaprobado
1,D18124,TOMAS VALLE,ASISTENCIA,Aprobado
1,D18124,TOMAS VALLE,PUNTUALIDAD,Observado
1,D18124,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D18124,TOMAS VALLE,Observacion,Desaprobado
1,D18124,TOMAS VALLE,Capacitacion,Desaprobado
1,D18124,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D18124,TOMAS VALLE,ACTITUD,Desaprobado
1,D18125,WILSON,ASISTENCIA,Aprobado
1,D18125,WILSON,PUNTUALIDAD,Desaprobado
1,D18125,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D18125,WILSON,Observacion,Desaprobado
1,D18125,WILSON,Capacitacion,Desaprobado
1,D18125,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D18125,WILSON,ACTITUD,Desaprobado
1,D18126,WILSON,ASISTENCIA,Observado
